loading data...applying decomposition
done.
training 500 models

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
46: 802  label: 0 pred: 0.508479 bl: 0.60715 POSS error_pred: 0.25855 error_bl: 0.368631 improvement: 0.110081
47: 2574  label: -1 pred: 0.22948 bl: 0.2731 IMP error_pred: 1.51162 error_bl: 1.62078 improvement: 0.109162
48: 71  label: -0.5 pred: 0.860127 bl: 0.89945 IMP error_pred: 1.84995 error_bl: 1.95846 improvement: 0.108514
49: 2301  label: 1 pred: 0.662171 bl: 0.52865 POSS error_pred: 0.114128 error_bl: 0.222171 improvement: 0.108042

total is 0
score for UNKNOWN: nan baseline: nan diff:    nan
total is 1249
score for AUTO: 0.1615 baseline: 0.1584 diff: 0.0030
total is 1531
score for POSS: 0.4559 baseline: 0.4617 diff: -0.0058
total is 220
score for IMP: 1.0093 baseline: 1.0060 diff: 0.0033
writing 15000 official test outputs

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
scores: [ 0.437735 ]
0.4377 +/-    nan
2212.30user 19.35system 8:14.62elapsed 451%CPU (0avgtext+0avgdata 0maxresident)k
0inputs+336outputs (0major+6787513minor)pagefaults 0swaps
