loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 481  0.43701 0.00000  0.43837 0.00000
 482  0.43511 0.00000  0.43835 0.00000
 483  0.43487 0.00000  0.43836 0.00000
 484  0.43689 0.00000  0.43835 0.00000
 485  0.43385 0.00000  0.43836 0.00000
 486  0.43800 0.00000  0.43836 0.00000
 487  0.43756 0.00000  0.43836 0.00000
 488  0.43424 0.00000  0.43837 0.00000
 489  0.43096 0.00000  0.43836 0.00000
 490  0.43110 0.00000  0.43835 0.00000
 491  0.43649 0.00000  0.43835 0.00000
 492  0.43456 0.00000  0.43834 0.00000
 493  0.43485 0.00000  0.43834 0.00000
 494  0.43303 0.00000  0.43834 0.00000
 495  0.43660 0.00000  0.43833 0.00000
 496  0.43375 0.00000  0.43835 0.00000
 497  0.43308 0.00000  0.43835 0.00000
 498  0.43667 0.00000  0.43836 0.00000
 499  0.42971 0.00000  0.43836 0.00000
chose model 186 S_rmse_187
chose model 136 S_rmse_137
chose model 193 S_rmse_194
chose model 172 S_rmse_173
chose model 25 S_rmse_26
chose model 20 S_rmse_21
chose model 33 S_rmse_34
chose model 22 S_rmse_23
chose model 179 S_rmse_180
chose model 112 S_rmse_113
processing 3000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [2682.59s cpu, 2543047.8270 mticks, 951.48s wall]
score: 0.4422  baseline: 0.4398  diff: 0.00235
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 1249 avg error 0.0274631 baseline avg error 0.0250981 avg improvement -0.00236503
category POSS: count 1531 avg error 0.214424 baseline avg error 0.213126 avg improvement -0.00129754
category IMP: count 220 avg error 1.01781 baseline avg error 1.01199 avg improvement -0.00581867
overall: count 3000 avg error 0.195501 baseline avg error 0.193427 avg improvement -0.00207352
worst entries: 
0: 2140  label: -1 pred: 0.312744 bl: 0.25705 IMP error_pred: 1.7233 error_bl: 1.58017 improvement: -0.143123
    min: -0.0555  max: 0.911 avg: 0.240958
explanation: 
no explanation

1: 2516  label: -1 pred: 0.0822166 bl: 0.0176 IMP error_pred: 1.17119 error_bl: 1.03551 improvement: -0.135683
    min: -0.329  max: 0.826 avg: 0.245552
explanation: 
no explanation

2: 75  label: -1 pred: 0.31737 bl: 0.2649 IMP error_pred: 1.73546 error_bl: 1.59997 improvement: -0.135491
    min: 0.111  max: 0.6955 avg: 0.294867
explanation: 
no explanation

3: 1924  label: -1 pred: 0.393048 bl: 0.3466 IMP error_pred: 1.94058 error_bl: 1.81333 improvement: -0.12725
    min: 0.0115  max: 0.8555 avg: 0.4165
explanation: 
no explanation

4: 1393  label: -1 pred: 0.253424 bl: 0.2045 IMP error_pred: 1.57107 error_bl: 1.45082 improvement: -0.120252
    min: -0.0885  max: 0.7215 avg: 0.26412
explanation: 
no explanation

5: 1064  label: -1 pred: 0.167134 bl: 0.11625 IMP error_pred: 1.3622 error_bl: 1.24601 improvement: -0.116187
    min: -0.258  max: 0.799 avg: 0.193913
explanation: 
no explanation

6: 619  label: -1 pred: 0.455395 bl: 0.4176 IMP error_pred: 2.11818 error_bl: 2.00959 improvement: -0.108586
    min: 0.222  max: 0.7575 avg: 0.446965
explanation: 
no explanation

7: 2793  label: -1 pred: 0.265723 bl: 0.22305 IMP error_pred: 1.60205 error_bl: 1.49585 improvement: -0.106202
    min: -0.0615  max: 0.697 avg: 0.307835
explanation: 
no explanation

8: 9  label: -1 pred: 0.362187 bl: 0.32435 IMP error_pred: 1.85555 error_bl: 1.7539 improvement: -0.10165
    min: 0.1185  max: 0.668 avg: 0.350705
explanation: 
no explanation

9: 2231  label: -1 pred: 0.357368 bl: 0.32005 IMP error_pred: 1.84245 error_bl: 1.74253 improvement: -0.0999146
    min: -0.009  max: 0.6935 avg: 0.405828
explanation: 
no explanation

10: 1651  label: -0.5 pred: 0.351377 bl: 0.2907 IMP error_pred: 0.724843 error_bl: 0.625207 improvement: -0.0996368
    min: 0.165  max: 0.712 avg: 0.381707
explanation: 
no explanation

11: 379  label: -1 pred: 0.455145 bl: 0.42065 IMP error_pred: 2.11745 error_bl: 2.01825 improvement: -0.0992012
    min: -0.0025  max: 0.975 avg: 0.554218
explanation: 
no explanation

12: 1799  label: -1 pred: 0.182721 bl: 0.1426 IMP error_pred: 1.39883 error_bl: 1.30553 improvement: -0.0932935
    min: -0.0625  max: 0.516 avg: 0.2388
explanation: 
no explanation

13: 2686  label: 1 pred: 0.621177 bl: 0.7747 POSS error_pred: 0.143507 error_bl: 0.0507601 improvement: -0.092747
    min: -0.9275  max: 0.992 avg: 0.722662
explanation: 
no explanation

14: 509  label: 0.5 pred: -0.207147 bl: -0.13935 POSS error_pred: 0.500057 error_bl: 0.408768 improvement: -0.0912884
