loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 257  0.44646 0.00000  0.44594 0.00000
 258  0.44138 0.00000  0.44593 0.00000
 259  0.44716 0.00000  0.44598 0.00000
 260  0.44370 0.00000  0.44597 0.00000
 261  0.44312 0.00000  0.44596 0.00000
 262  0.44574 0.00000  0.44601 0.00000
 263  0.44080 0.00000  0.44602 0.00000
 264  0.43871 0.00000  0.44601 0.00000
 265  0.44476 0.00000  0.44599 0.00000
 266  0.44595 0.00000  0.44603 0.00000
 267  0.44732 0.00000  0.44605 0.00000
 268  0.44380 0.00000  0.44606 0.00000
 269  0.44412 0.00000  0.44607 0.00000
 270  0.43538 0.00000  0.44600 0.00000
 271  0.44859 0.00000  0.44605 0.00000
 272  0.44483 0.00000  0.44605 0.00000
 273  0.44310 0.00000  0.44608 0.00000
 274  0.44385 0.00000  0.44611 0.00000
 275  0.44990 0.00000  0.44615 0.00000
 276  0.44332 0.00000  0.44609 0.00000
 277  0.44366 0.00000  0.44605 0.00000
 278  0.44559 0.00000  0.44603 0.00000
 279  0.44710 0.00000  0.44603 0.00000
 280  0.44663 0.00000  0.44608 0.00000
 281  0.44257 0.00000  0.44617 0.00000
 282  0.45234 0.00000  0.44616 0.00000
 283  0.44609 0.00000  0.44615 0.00000
 284  0.44588 0.00000  0.44620 0.00000
 285  0.43956 0.00000  0.44622 0.00000
 286  0.44447 0.00000  0.44624 0.00000
 287  0.44801 0.00000  0.44620 0.00000
 288  0.44379 0.00000  0.44622 0.00000
 289  0.44735 0.00000  0.44620 0.00000
 290  0.44641 0.00000  0.44616 0.00000
 291  0.44351 0.00000  0.44606 0.00000
 292  0.43902 0.00000  0.44610 0.00000
 293  0.44665 0.00000  0.44608 0.00000
 294  0.44205 0.00000  0.44614 0.00000
 295  0.44413 0.00000  0.44615 0.00000
 296  0.44444 0.00000  0.44615 0.00000
 297  0.44408 0.00000  0.44616 0.00000
 298  0.44987 0.00000  0.44619 0.00000
 299  0.44637 0.00000  0.44613 0.00000
 300  0.44967 0.00000  0.44611 0.00000
 301  0.44032 0.00000  0.44604 0.00000
 302  0.44826 0.00000  0.44606 0.00000
 303  0.44607 0.00000  0.44610 0.00000
 304  0.44144 0.00000  0.44614 0.00000
 305  0.44828 0.00000  0.44612 0.00000
 306  0.44753 0.00000  0.44609 0.00000
 307  0.44383 0.00000  0.44607 0.00000
 308  0.44693 0.00000  0.44613 0.00000
 309  0.44590 0.00000  0.44615 0.00000
 310  0.45039 0.00000  0.44617 0.00000
 311  0.44109 0.00000  0.44609 0.00000
 312  0.44765 0.00000  0.44613 0.00000
 313  0.44817 0.00000  0.44619 0.00000
 314  0.44613 0.00000  0.44616 0.00000
 315  0.44537 0.00000  0.44613 0.00000
 316  0.44484 0.00000  0.44621 0.00000
 317  0.44661 0.00000  0.44623 0.00000
 318  0.44613 0.00000  0.44619 0.00000
 319  0.45274 0.00000  0.44618 0.00000
 320  0.44395 0.00000  0.44617 0.00000
 321  0.44861 0.00000  0.44626 0.00000
 322  0.44987 0.00000  0.44634 0.00000
 323  0.45050 0.00000  0.44634 0.00000
 324  0.43785 0.00000  0.44629 0.00000
 325  0.45049 0.00000  0.44628 0.00000
 326  0.44369 0.00000  0.44624 0.00000
 327  0.44574 0.00000  0.44617 0.00000
 328  0.44615 0.00000  0.44615 0.00000
 329  0.44019 0.00000  0.44616 0.00000
 330  0.44749 0.00000  0.44618 0.00000
 331  0.44637 0.00000  0.44611 0.00000
 332  0.44602 0.00000  0.44619 0.00000
 333  0.44644 0.00000  0.44619 0.00000
 334  0.44126 0.00000  0.44614 0.00000
 335  0.44797 0.00000  0.44620 0.00000
 336  0.44595 0.00000  0.44623 0.00000
 337  0.44353 0.00000  0.44628 0.00000
 338  0.44487 0.00000  0.44627 0.00000
 339  0.44622 0.00000  0.44625 0.00000
 340  0.44170 0.00000  0.44620 0.00000
 341  0.44309 0.00000  0.44617 0.00000
 342  0.44385 0.00000  0.44611 0.00000
 343  0.44515 0.00000  0.44608 0.00000
 344  0.44022 0.00000  0.44609 0.00000
 345  0.44589 0.00000  0.44608 0.00000
 346  0.44373 0.00000  0.44606 0.00000
 347  0.44774 0.00000  0.44609 0.00000
 348  0.45050 0.00000  0.44615 0.00000
 349  0.45016 0.00000  0.44616 0.00000
 350  0.45011 0.00000  0.44614 0.00000
 351  0.44972 0.00000  0.44613 0.00000
 352  0.44706 0.00000  0.44611 0.00000
 353  0.44768 0.00000  0.44621 0.00000
 354  0.44049 0.00000  0.44613 0.00000
 355  0.44037 0.00000  0.44611 0.00000
 356  0.44419 0.00000  0.44611 0.00000
 357  0.44817 0.00000  0.44609 0.00000
 358  0.44083 0.00000  0.44610 0.00000
 359  0.44369 0.00000  0.44613 0.00000
 360  0.44711 0.00000  0.44618 0.00000
 361  0.44711 0.00000  0.44617 0.00000
 362  0.44219 0.00000  0.44616 0.00000
 363  0.44441 0.00000  0.44615 0.00000
 364  0.44140 0.00000  0.44611 0.00000
 365  0.44182 0.00000  0.44611 0.00000
 366  0.43783 0.00000  0.44612 0.00000
 367  0.44575 0.00000  0.44607 0.00000
 368  0.44671 0.00000  0.44605 0.00000
 369  0.44371 0.00000  0.44613 0.00000
 370  0.44597 0.00000  0.44618 0.00000
 371  0.44575 0.00000  0.44613 0.00000
 372  0.44142 0.00000  0.44614 0.00000
 373  0.44586 0.00000  0.44608 0.00000
 374  0.45142 0.00000  0.44619 0.00000
 375  0.44746 0.00000  0.44622 0.00000
 376  0.44381 0.00000  0.44615 0.00000
 377  0.44480 0.00000  0.44608 0.00000
 378  0.44297 0.00000  0.44608 0.00000
 379  0.44694 0.00000  0.44612 0.00000
 380  0.43469 0.00000  0.44600 0.00000
 381  0.44732 0.00000  0.44607 0.00000
 382  0.44799 0.00000  0.44611 0.00000
 383  0.45154 0.00000  0.44617 0.00000
 384  0.44714 0.00000  0.44620 0.00000
 385  0.45103 0.00000  0.44627 0.00000
 386  0.44552 0.00000  0.44627 0.00000
 387  0.44781 0.00000  0.44633 0.00000
 388  0.44284 0.00000  0.44629 0.00000
 389  0.44382 0.00000  0.44623 0.00000
 390  0.44707 0.00000  0.44629 0.00000
 391  0.44199 0.00000  0.44633 0.00000
 392  0.44206 0.00000  0.44631 0.00000
 393  0.44335 0.00000  0.44626 0.00000
 394  0.43847 0.00000  0.44619 0.00000
 395  0.45012 0.00000  0.44620 0.00000
 396  0.44052 0.00000  0.44623 0.00000
 397  0.44295 0.00000  0.44624 0.00000
 398  0.44469 0.00000  0.44625 0.00000
 399  0.43955 0.00000  0.44611 0.00000
 400  0.44601 0.00000  0.44613 0.00000
 401  0.44389 0.00000  0.44616 0.00000
 402  0.44648 0.00000  0.44618 0.00000
 403  0.44206 0.00000  0.44622 0.00000
 404  0.44466 0.00000  0.44632 0.00000
 405  0.45062 0.00000  0.44632 0.00000
 406  0.45230 0.00000  0.44639 0.00000
 407  0.44057 0.00000  0.44638 0.00000
 408  0.44749 0.00000  0.44642 0.00000
 409  0.44890 0.00000  0.44640 0.00000
 410  0.44301 0.00000  0.44637 0.00000
 411  0.44297 0.00000  0.44634 0.00000
 412  0.44897 0.00000  0.44641 0.00000
 413  0.45112 0.00000  0.44639 0.00000
 414  0.44154 0.00000  0.44638 0.00000
 415  0.44792 0.00000  0.44637 0.00000
 416  0.44311 0.00000  0.44638 0.00000
 417  0.44093 0.00000  0.44630 0.00000
 418  0.44560 0.00000  0.44634 0.00000
 419  0.44166 0.00000  0.44628 0.00000
 420  0.44587 0.00000  0.44634 0.00000
 421  0.44793 0.00000  0.44633 0.00000
 422  0.44533 0.00000  0.44630 0.00000
 423  0.44646 0.00000  0.44632 0.00000
 424  0.44473 0.00000  0.44626 0.00000
 425  0.44613 0.00000  0.44621 0.00000
 426  0.44650 0.00000  0.44626 0.00000
 427  0.44682 0.00000  0.44618 0.00000
 428  0.44499 0.00000  0.44620 0.00000
 429  0.45294 0.00000  0.44620 0.00000
 430  0.44627 0.00000  0.44627 0.00000
 431  0.43977 0.00000  0.44623 0.00000
 432  0.43689 0.00000  0.44625 0.00000
 433  0.44186 0.00000  0.44624 0.00000
 434  0.44224 0.00000  0.44619 0.00000
 435  0.45030 0.00000  0.44622 0.00000
 436  0.44508 0.00000  0.44619 0.00000
 437  0.44300 0.00000  0.44619 0.00000
 438  0.44785 0.00000  0.44621 0.00000
 439  0.43802 0.00000  0.44615 0.00000
 440  0.43757 0.00000  0.44615 0.00000
 441  0.44074 0.00000  0.44612 0.00000
 442  0.44675 0.00000  0.44610 0.00000
 443  0.45250 0.00000  0.44615 0.00000
 444  0.44766 0.00000  0.44625 0.00000
 445  0.44426 0.00000  0.44619 0.00000
 446  0.44268 0.00000  0.44618 0.00000
 447  0.44628 0.00000  0.44617 0.00000
 448  0.44220 0.00000  0.44621 0.00000
 449  0.44984 0.00000  0.44626 0.00000
 450  0.44184 0.00000  0.44623 0.00000
 451  0.44305 0.00000  0.44624 0.00000
 452  0.44441 0.00000  0.44628 0.00000
 453  0.44799 0.00000  0.44622 0.00000
 454  0.44830 0.00000  0.44624 0.00000
 455  0.44574 0.00000  0.44626 0.00000
 456  0.44020 0.00000  0.44625 0.00000
 457  0.44254 0.00000  0.44631 0.00000
 458  0.44666 0.00000  0.44631 0.00000
 459  0.44963 0.00000  0.44631 0.00000
 460  0.44403 0.00000  0.44631 0.00000
 461  0.45148 0.00000  0.44628 0.00000
 462  0.44506 0.00000  0.44623 0.00000
 463  0.43584 0.00000  0.44623 0.00000
 464  0.43897 0.00000  0.44621 0.00000
 465  0.44328 0.00000  0.44619 0.00000
 466  0.44190 0.00000  0.44618 0.00000
 467  0.44150 0.00000  0.44617 0.00000
 468  0.44861 0.00000  0.44620 0.00000
 469  0.44066 0.00000  0.44622 0.00000
 470  0.44393 0.00000  0.44621 0.00000
 471  0.44360 0.00000  0.44618 0.00000
 472  0.44624 0.00000  0.44614 0.00000
 473  0.44710 0.00000  0.44608 0.00000
 474  0.44810 0.00000  0.44609 0.00000
 475  0.44092 0.00000  0.44608 0.00000
 476  0.43971 0.00000  0.44599 0.00000
 477  0.45299 0.00000  0.44600 0.00000
 478  0.45253 0.00000  0.44601 0.00000
 479  0.44015 0.00000  0.44607 0.00000
 480  0.44348 0.00000  0.44609 0.00000
 481  0.44155 0.00000  0.44607 0.00000
 482  0.44521 0.00000  0.44600 0.00000
 483  0.45047 0.00000  0.44601 0.00000
 484  0.44960 0.00000  0.44608 0.00000
 485  0.44384 0.00000  0.44610 0.00000
 486  0.44344 0.00000  0.44612 0.00000
 487  0.44468 0.00000  0.44616 0.00000
 488  0.44561 0.00000  0.44621 0.00000
 489  0.44105 0.00000  0.44622 0.00000
 490  0.44426 0.00000  0.44622 0.00000
 491  0.44706 0.00000  0.44622 0.00000
 492  0.44413 0.00000  0.44618 0.00000
 493  0.45391 0.00000  0.44622 0.00000
 494  0.44965 0.00000  0.44626 0.00000
 495  0.44598 0.00000  0.44627 0.00000
 496  0.44067 0.00000  0.44623 0.00000
 497  0.44767 0.00000  0.44622 0.00000
 498  0.44260 0.00000  0.44622 0.00000
 499  0.43986 0.00000  0.44620 0.00000
chose model 84 M_rmse_85
chose model 36 M_rmse_37
chose model 17 M_rmse_18
chose model 172 M_rmse_173
chose model 180 M_rmse_181
chose model 196 M_rmse_197
chose model 213 M_rmse_214
chose model 5 M_rmse_6
chose model 211 M_rmse_212
chose model 121 M_rmse_122
processing 4000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [2672.31s cpu, 2429120.3476 mticks, 908.85s wall]
score: 0.4407  baseline: 0.4307  diff: 0.00993
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 1704 avg error 0.0289896 baseline avg error 0.0241654 avg improvement -0.00482422
category POSS: count 2029 avg error 0.216742 baseline avg error 0.201632 avg improvement -0.0151101
