loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
    min: -0.149  max: 0.658 avg: 0.240188
explanation: 
no explanation

8: 3851  label: -1 pred: 0.0287331 bl: 0.0463 POSS error_pred: 0.531064 error_bl: 0.290924 improvement: -0.24014
    min: -0.4235  max: 0.8475 avg: 0.207722
explanation: 
no explanation

9: 1245  label: -1 pred: 0.0529256 bl: 0.0844 POSS error_pred: 0.578066 error_bl: 0.350621 improvement: -0.227445
    min: -0.0545  max: 0.621 avg: 0.244496
explanation: 
no explanation

10: 2734  label: 1 pred: -0.327703 bl: -0.081 POSS error_pred: 0.863192 error_bl: 0.64402 improvement: -0.219172
    min: -0.652  max: 0.154 avg: -0.262438
explanation: 
no explanation

11: 2986  label: 1 pred: -0.295228 bl: -0.05865 POSS error_pred: 0.824104 error_bl: 0.60819 improvement: -0.215914
    min: -0.742  max: 0.1985 avg: -0.215276
explanation: 
no explanation

12: 23  label: 1 pred: -0.288794 bl: -0.0515 POSS error_pred: 0.812936 error_bl: 0.599349 improvement: -0.213588
    min: -0.5165  max: 0.1415 avg: -0.205348
explanation: 
no explanation

13: 3601  label: -1 pred: 0.0891511 bl: 0.1541 POSS error_pred: 0.649379 error_bl: 0.441383 improvement: -0.207996
    min: -0.018  max: 0.682 avg: 0.295532
explanation: 
no explanation

14: 1304  label: 1 pred: -0.137154 bl: 0.13935 POSS error_pred: 0.549093 error_bl: 0.345277 improvement: -0.203816
    min: -0.6195  max: 0.4675 avg: -0.00458
explanation: 
no explanation

15: 1309  label: -1 pred: 0.0259503 bl: 0.06745 POSS error_pred: 0.525122 error_bl: 0.32523 improvement: -0.199892
    min: -0.403  max: 0.746 avg: 0.214756
explanation: 
no explanation

16: 1792  label: 1 pred: -0.0721601 bl: 0.2307 POSS error_pred: 0.437878 error_bl: 0.238716 improvement: -0.199162
    min: -0.293  max: 0.4055 avg: 0.07941
explanation: 
no explanation

